passenger_class,name,age,embarked,destination,sex,survive
3rd,"McCormack,MrThomasJ.",NA,NA,NA,male,no
3rd,"McCoy,MissAgnes",NA,NA,NA,female,no
3rd,"McCoy,MissAlice",NA,NA,NA,female,no
3rd,"McCoy,MrBernard",NA,NA,NA,male,no
3rd,"McDermott,MissDelia",NA,NA,NA,female,no
3rd,"McElroy,MrMichael",NA,NA,NA,male,no
3rd,"McGovern,MrsHugh",NA,NA,NA,female,yes
3rd,"McGowan,MissAnna",NA,NA,NA,female,no
3rd,"McGowan,MissKatherine",NA,NA,NA,female,no
3rd,"McMahon,MrMartin",NA,NA,NA,male,no
3rd,"McNamee,MrNeal",NA,NA,NA,male,no
3rd,"McNamee,MrsNeal",NA,NA,NA,female,no
3rd,"Meanwell,MissMarionOgden",NA,NA,NA,female,no
3rd,"Mechen,MrJohn",NA,NA,NA,male,no
3rd,"Meek,MrsThomas",NA,NA,NA,female,no
3rd,"Melkebuk,MrsPhilemon",NA,NA,NA,female,no
3rd,"Meo,MrAlfonso",NA,NA,NA,male,no
3rd,"Midtsjo,MrKarlAlbert",NA,NA,NA,male,yes
3rd,"Mihoff,MrStoytcho",NA,NA,NA,male,no
3rd,"Miles,MrFrank",NA,NA,NA,male,no
3rd,"Mineff,MrIvan",NA,NA,NA,male,no
3rd,"Minkoff,MrLazar",NA,NA,NA,male,no
3rd,"Mirko,MrDika",NA,NA,NA,male,no
3rd,"Mitkoff,MrMito",NA,NA,NA,male,no
3rd,"Mocklare,MissHelenMary",NA,NA,NA,female,yes
3rd,"Moen,MrSigurdH.",NA,NA,NA,male,no
3rd,"Moor,MrsBeila",NA,NA,NA,female,yes
3rd,"Moor,MasterMeier",NA,NA,NA,male,no
3rd,"Moore,MrLeonardCharles",NA,NA,NA,male,no
3rd,"Moran,MissBertha",NA,NA,NA,female,yes
3rd,"Moran,MrDanielJ.",NA,NA,NA,male,no
3rd,"Moran,MrJames",NA,NA,NA,male,no
3rd,"Morley,MrHenrySamuel",NA,NA,NA,male,no
3rd,"Morrow,MrThomasRowan",NA,NA,NA,male,no
3rd,"Moubarek(Borak),MrHanna(John)",NA,NA,NA,male,yes
3rd,"Moubarek,MrsGeorge",NA,NA,NA,female,no
3rd,"Moubarek,MasterGeorge",NA,NA,NA,male,no
3rd,"Moubarek,MasterWilliamGeorge",NA,NA,NA,male,no
3rd,"Moss,AlbertJohan",NA,NA,NA,male,no
3rd,"Moussa,MrsMantouraBaloics",NA,NA,NA,female,no
3rd,"Moutal,MrRahamin",NA,NA,NA,male,no
3rd,"Mullins,MissKatie",NA,NA,NA,female,yes
3rd,"Mulvihill,MissBerthaE.",NA,NA,NA,female,no
3rd,"Murdlin,MrJoseph",NA,NA,NA,male,no
3rd,"Murphy,MissKatherine",NA,NA,NA,female,no
3rd,"Murphy,MissMargaret",NA,NA,NA,female,no
3rd,"Murphy,MissNora",NA,NA,NA,female,no
3rd,"Myhrman,MrPehrFabianOliverMalkolm",NA,NA,NA,male,no
3rd,"Nackid,MissMaria",NA,NA,NA,female,yes
3rd,"Nackid,MrSaid",NA,NA,NA,male,no
3rd,"Nackid,MrsSaid",NA,NA,NA,female,no
3rd,"Nahill,MrToufik",NA,NA,NA,male,no
3rd,"Naidenoff,MrPenko",NA,NA,NA,male,no
3rd,"Nancarrow,W.H.",NA,NA,NA,male,no
3rd,"Niklasen,Sander",NA,NA,NA,male,no
3rd,"Nosworthy,RichardC.",NA,NA,NA,male,no
3rd,"Najib,MissAdeleKiamie",NA,NA,NA,female,yes
3rd,"Nancarrow,MrWilliamHenry",NA,NA,NA,male,no
3rd,"Nankoff,MrMinko",NA,NA,NA,male,no
3rd,"Nasr,MrMustafa",NA,NA,NA,male,no
3rd,"Nassr,MrSaadeJean",NA,NA,NA,male,no
3rd,"Naughton,MissHannah",NA,NA,NA,female,no
3rd,"Nemaugh,MrRobert",NA,NA,NA,male,no
3rd,"Nenkoff,MrChristo",NA,NA,NA,male,no
3rd,"Nicola-Yarred,MissJamila",NA,NA,NA,female,yes
3rd,"Nicola-Yarred,MasterElias",NA,NA,NA,male,no
3rd,"Nieminen,MissMantaJosefina",NA,NA,NA,female,no
3rd,"Niklasson,MrSamuel",NA,NA,NA,male,no
3rd,"Nilsson,MrAugustFerdinand",NA,NA,NA,male,no
3rd,"Nilsson,MissBertaOlivia",NA,NA,NA,female,yes
3rd,"Nilsson,MissHelminaJosefina",NA,NA,NA,female,no
3rd,"Niskanen,MrJohan",NA,NA,NA,male,no
3rd,"Nosworthy,MrRichardCater",NA,NA,NA,male,no
3rd,"Novel,Mansouer",NA,NA,NA,male,yes
3rd,"Nysten,MissAnna",NA,NA,NA,female,no
3rd,"Nysveen,MrJohanH.",NA,NA,NA,male,no
3rd,"O'Brien,MrDenis",NA,NA,NA,male,no
3rd,"O'Brien,MrThomas",NA,NA,NA,male,no
3rd,"O'Brien,MrsThomas",NA,NA,NA,female,yes
3rd,"O'Connell,MrPatrickD.",NA,NA,NA,male,no
3rd,"O'Connor,MrMaurice",NA,NA,NA,male,no
3rd,"O'Connor,MrPatrick",NA,NA,NA,male,no
3rd,"Odahl,MrNilsMartin",NA,NA,NA,male,yes
3rd,"O'Dwyer,MissNellie",NA,NA,NA,female,no
3rd,"Ohman,MissVelin",NA,NA,NA,female,no
3rd,"O'Keefe,MrPatrick",NA,NA,NA,male,no
3rd,"OLeary,MissNorah",NA,NA,NA,female,no
3rd,"Olsen,MasterArthur",NA,NA,NA,male,no
3rd,"Olsen,MrCharlie(Carl)",NA,NA,NA,male,no
3rd,"Olsen,MrHenryMargido",NA,NA,NA,male,no
3rd,"Olsen,MrOleM.",NA,NA,NA,male,no
3rd,"Olsson,MissElida",NA,NA,NA,female,no
3rd,"Olsson,MrNilsJohan",NA,NA,NA,male,no
3rd,"Olsson,MrOscarJohansson",NA,NA,NA,male,yes
3rd,"O'Neill,MissBridget",NA,NA,NA,female,no
3rd,"Oreskovic,MrJeko",NA,NA,NA,male,no
3rd,"Oreskovic,MrLuka",NA,NA,NA,male,no
3rd,"Oreskovic,MrMaria",NA,NA,NA,male,no
3rd,"Osen,MrOlofElon",NA,NA,NA,male,no
3rd,"Osman,MissMaria",NA,NA,NA,female,yes
3rd,"O'Sullivan,MissBridget",NA,NA,NA,female,no
3rd,"Panula,MrErnestiArvid",NA,NA,NA,male,no
3rd,"Panula,MrJaakoArnold",NA,NA,NA,male,no
3rd,"Panula,MasterJuhaNiilo",NA,NA,NA,male,no
3rd,"Panula,MrsJohn",NA,NA,NA,female,no
3rd,"Panula,MasterUrhoAbraham",NA,NA,NA,male,no
3rd,"Panula,MasterWilliam",NA,NA,NA,male,no
3rd,"Pasic,MrJakob",NA,NA,NA,male,no
3rd,"Paulner,MrUscher",NA,NA,NA,male,no
3rd,"Paulsson,MasterGostaLeonard",NA,NA,NA,male,no
3rd,"Paulsson,MrsNils",NA,NA,NA,female,no
3rd,"Paulsson,MasterPaulFolke",NA,NA,NA,male,no
3rd,"Paulsson,MissStinaViola",NA,NA,NA,female,no
3rd,"Paulsson,MissTorborgDanira",NA,NA,NA,female,no
3rd,"Pavlovic,MrStefo",NA,NA,NA,male,no
3rd,"Peacock,MasterAlfredEdward",NA,NA,NA,male,no
3rd,"Peacock,MrsBenjamin",NA,NA,NA,female,no
3rd,"Peacock,MissTreasteall",NA,NA,NA,female,no
3rd,"Pearce,MrErnest",NA,NA,NA,male,no
3rd,"Pecruic,MrMate",NA,NA,NA,male,no
3rd,"Pecruic,MrTome",NA,NA,NA,male,no
3rd,"Pedersen,MrOlaf",NA,NA,NA,male,no
3rd,"Peduzzi,MrJoseph",NA,NA,NA,male,no
3rd,"Pekoniemi,MrEdvard",NA,NA,NA,male,yes
3rd,"Peltomaki,NikolaiJohannes",NA,NA,NA,male,no
3rd,"Perkin,MrJohnHenry",NA,NA,NA,male,no
3rd,"Persson,MrErnstUlrik",NA,NA,NA,male,yes
3rd,"Peter(Joseph),MissMary",NA,NA,NA,female,no
3rd,"Peter(Joseph),MrsCatherine",NA,NA,NA,female,no
3rd,"Peter(Joseph),MasterMichaelJ.",NA,NA,NA,male,no
3rd,"Peters,MissKatie",NA,NA,NA,female,no
3rd,"Petersen,MrMarius",NA,NA,NA,male,no
3rd,"Petranec,MissMatilda",NA,NA,NA,female,no
3rd,"Petroff,MrNedeca",NA,NA,NA,male,no
3rd,"Petroff,MrPentcho",NA,NA,NA,male,no
3rd,"Pettersson,MissEllenNatalia",NA,NA,NA,female,no
3rd,"Peterson,MrJohanEmil",NA,NA,NA,male,no
3rd,"Pickard(Trembisky),MrBerk",NA,NA,NA,male,yes
3rd,"Plotcharsky,MrVasil",NA,NA,NA,male,no
3rd,"Potchett,MrGeorge",NA,NA,NA,male,no
3rd,"Radeff,MrAlexander",NA,NA,NA,male,no
3rd,"Raibid,MrRazi",NA,NA,NA,male,no
3rd,"Reed,MrJamesGeorge",NA,NA,NA,male,no
3rd,"Reynolds,MrHarold",NA,NA,NA,male,no
3rd,"Rice,MasterAlbert",NA,NA,NA,male,no
3rd,"Rice,MasterArthur",NA,NA,NA,male,no
3rd,"Rice,MasterGeorge",NA,NA,NA,male,no
3rd,"Rice,MasterEric",NA,NA,NA,male,no
3rd,"Rice,MasterEugene",NA,NA,NA,male,no
3rd,"Rice,MrsWilliam",NA,NA,NA,female,no
3rd,"Riihiivouri,MissSanni",NA,NA,NA,female,no
3rd,"Rintamaki,MrMatti",NA,NA,NA,male,no
3rd,"Riordan,MissHannah",NA,NA,NA,female,yes
3rd,"Risien,MrSamuel",NA,NA,NA,male,no
3rd,"Risien,MrsSamuel",NA,NA,NA,female,no
3rd,"Robins,MrAlexanderA.",NA,NA,NA,male,no
3rd,"Robins,MrsAlexanderA.",NA,NA,NA,female,no
3rd,"Rommetvedt,MrKarlKristianKnut",NA,NA,NA,male,no
3rd,"Rogers,MrWilliamJohn",NA,NA,NA,male,no
3rd,"Rosblom,MrsViktor",NA,NA,NA,female,no
3rd,"Rosblom,MissSalliHelena",NA,NA,NA,female,no
3rd,"Rosblom,MrViktorRickard",NA,NA,NA,male,no
3rd,"Roth,MissSarah",NA,NA,NA,female,yes
3rd,"Rouse,MrRichardHenry",NA,NA,NA,male,no
3rd,"Rush,MrAlfredGeorgeJohn",NA,NA,NA,male,no
3rd,"Ryan,MrEdwardRyan",NA,NA,NA,male,yes
3rd,"Ryan,MrPatrick",NA,NA,NA,male,no
3rd,"Saad,MrAmin",NA,NA,NA,male,no
3rd,"Saad,Khalil",NA,NA,NA,male,yes
3rd,"Sadlier,MrMatthew",NA,NA,NA,male,no
3rd,"Sadowitz,MrHarry",NA,NA,NA,male,no
3rd,"Sage,MissAda",NA,NA,NA,female,no
3rd,"Sage,MissConstance",NA,NA,NA,female,no
3rd,"Sage,MissDorothy",NA,NA,NA,female,no
3rd,"Sage,MrDouglas",NA,NA,NA,male,no
3rd,"Sage,MrFrederick",NA,NA,NA,male,no
3rd,"Sage,MrGeorge",NA,NA,NA,male,no
3rd,"Sage,MrJohn",NA,NA,NA,male,no
3rd,"Sage,MrsJohn",NA,NA,NA,female,no
3rd,"Sage,MissStella",NA,NA,NA,female,no
3rd,"Sage,Thomas(child)",NA,NA,NA,male,no
3rd,"Sage,MasterWilliam",NA,NA,NA,male,no
3rd,"Salander,MrKarlJohan",NA,NA,NA,male,no
3rd,"Salkjelsvik,MissAnna",NA,NA,NA,female,yes
3rd,"Salonen,MrJohanWerner",NA,NA,NA,male,no
3rd,"Samaan,MrElias",NA,NA,NA,male,no
3rd,"Samaan,MrHanna",NA,NA,NA,male,no
3rd,"Samaan,MrYoussef",NA,NA,NA,male,no
3rd,"Sandstrom,MissHjalmar",NA,NA,NA,female,yes
3rd,"Sandstrom,MissBeatriceIrene",NA,NA,NA,female,no
3rd,"Sandstrom,MissMargueriteRut",NA,NA,NA,female,no
3rd,"Sather,SimonSivertsen",NA,NA,NA,male,no
3rd,"Saundercock,WilliamHenry",NA,NA,NA,male,no
3rd,"Sawyer,MrFrederick",NA,NA,NA,male,no
3rd,"Scanlan,MrJames",NA,NA,NA,male,no
3rd,"Sdycoff,MrTodor",NA,NA,NA,male,no
3rd,SemanMasterBetros,NA,NA,NA,male,no
3rd,"Serota,MrMaurice",NA,NA,NA,male,no
3rd,"Shaughnesay,MrPatrick",NA,NA,NA,male,no
3rd,"Shedid(Sitik),MrDaher(Docart)",NA,NA,NA,male,no
3rd,"Sheerlinck,MrJean",NA,NA,NA,male,yes
3rd,"Shellard,MrFrederickB.",NA,NA,NA,male,no
3rd,"Shine,MissEllen",NA,NA,NA,female,yes
3rd,"Shorney,MrCharles",NA,NA,NA,male,no
3rd,"Simmons,MrJohn",NA,NA,NA,male,no
3rd,"Sirayanian,MrArsun",NA,NA,NA,male,no
3rd,"Sivic,MrHusen",NA,NA,NA,male,no
3rd,"Sivola,MrAntti",NA,NA,NA,male,no
3rd,"Sjoblom,MissAnnaSofia",NA,NA,NA,female,yes
3rd,"Sholt,MrPeterAndreasLauritzAndersen",NA,NA,NA,male,no
3rd,"Skinner,MrHenryJohn",NA,NA,NA,male,no
3rd,"Skoog,MasterHarald",NA,NA,NA,male,no
3rd,"Skoog,MasterKarl",NA,NA,NA,male,no
3rd,"Skoog,MissMabel",NA,NA,NA,female,no
3rd,"Skoog,MissMargit",NA,NA,NA,female,no
3rd,"Skoog,MrWilliam",NA,NA,NA,male,no
3rd,"Skoog,MrsWilliam",NA,NA,NA,female,no
3rd,"Slabenoff,MrPetco",NA,NA,NA,male,no
3rd,"Slocovski,MrSelman",NA,NA,NA,male,no
3rd,"Smiljanovic,MrMile",NA,NA,NA,male,no
3rd,"Smyth,MissJulia",NA,NA,NA,female,yes
3rd,"Solvang,MrsLenaJacobsen",NA,NA,NA,female,no
3rd,"Somerton,MrFrancisWilliam",NA,NA,NA,male,no
3rd,"Sop,MrJules",NA,NA,NA,male,yes
3rd,"Spector,MrWoolf",NA,NA,NA,male,no
3rd,"Staneff,MrIvan",NA,NA,NA,male,no
3rd,"Stankovic,MrJovan",NA,NA,NA,male,no
3rd,"Stanley,MissAmyZillaElsie",NA,NA,NA,female,yes
3rd,"Stanley,MrEdwardRoland",NA,NA,NA,male,no
3rd,"Storey,MrThomas",NA,NA,NA,male,no
3rd,"Stoyehoff,MrIlia",NA,NA,NA,male,no
3rd,"Strandberg,MissIdaSofia",NA,NA,NA,female,no
3rd,"Stranden,MrJuho",NA,NA,NA,male,yes
3rd,"Strilic,MrIvan",NA,NA,NA,male,no
3rd,"Strom,MrsWilhelm",NA,NA,NA,female,no
3rd,"Strom,MissTelma(Selma)Matilda",NA,NA,NA,female,no
3rd,"Sunderland,MrVictorFrancis",NA,NA,NA,male,yes
3rd,"Sundman,MrJohanJulian",NA,NA,NA,male,no
3rd,"Sutehall,MrHenry,Jr",NA,NA,NA,male,no
3rd,"Svensson,MrJohan",NA,NA,NA,male,no
3rd,"Svensson,MrJohanCervin",NA,NA,NA,male,yes
3rd,"Svensson,MrOlof",NA,NA,NA,male,no
3rd,"Tannous,MrThomas",NA,NA,NA,male,no
3rd,"Tenglin,MrGunnarIsidor",NA,NA,NA,male,yes
3rd,"Theobald,MrThomasLeonard",NA,NA,NA,male,no
3rd,"Thomas,MrsAlexander",NA,NA,NA,female,yes
3rd,"Thomas,MasterAssadAlexander",NA,NA,NA,male,no
3rd,"Thomas,MrCharles",NA,NA,NA,male,no
3rd,"Thomas,MrJohn,Jr",NA,NA,NA,male,no
3rd,"Thomas,MrJohn(?1st/2ndclass)",NA,NA,NA,male,no
3rd,"Thomson,MrAlexander",NA,NA,NA,male,no
3rd,"Thorneycroft,MrPercival",NA,NA,NA,male,no
3rd,"Thorneycroft,MrsPercival",NA,NA,NA,female,yes
3rd,"Tikkanen,MrJuho",NA,NA,NA,male,no
3rd,"Tobin,MrRoger",NA,NA,NA,male,no
3rd,"Todoroff,MrLalio",NA,NA,NA,male,no
3rd,"Toerber,MrErnestWilliam",NA,NA,NA,male,no
3rd,"Tomlin,MrErnestPortage",NA,NA,NA,male,no
3rd,"Torfa,MrAssad",NA,NA,NA,male,no
3rd,"Tornquist,MrWilliamHenry",NA,NA,NA,male,yes
3rd,"Touma(Thomas),MrsDarwin",NA,NA,NA,female,no
3rd,"Touma(Thomas),MasterGeorge",NA,NA,NA,male,no
3rd,"Touma(Thomas),MissHannah",NA,NA,NA,female,no
3rd,"Turcin,MrStefan",NA,NA,NA,male,no
3rd,"Turja,MissAnnaSofia",NA,NA,NA,female,yes
3rd,"Turkula,MrsHedvig",NA,NA,NA,female,no
3rd,"Uzelas,MrJoso",NA,NA,NA,male,no
3rd,"VanBilliard,MrAustinBlyler",NA,NA,NA,male,no
3rd,"VanBilliard,MasterJamesWilliam",NA,NA,NA,male,no
3rd,"VanBilliard,MasterWalterJohn",NA,NA,NA,male,no
3rd,"VanderPlanke,MissAugusta",NA,NA,NA,female,no
3rd,"VanderPlanke,MrJules",NA,NA,NA,male,no
3rd,"VanderPlanke,MrsJules",NA,NA,NA,female,no
3rd,"VanderPlanke,MrLeon",NA,NA,NA,male,no
3rd,"VanderSteen,MrLeoPeter",NA,NA,NA,male,no
3rd,"VandeVelde,MrJohnJoseph",NA,NA,NA,male,no
3rd,"Vandewalle,MrNestorCyriel",NA,NA,NA,male,no
3rd,"VanImpe,MissCatharine",NA,NA,NA,female,no
3rd,"VanImpe,MrJeanBaptiste",NA,NA,NA,male,no
3rd,"VanImpe,MrsJeanBaptiste",NA,NA,NA,female,no
3rd,"Vartunian,MrDavid",NA,NA,NA,male,yes
3rd,"Vassilios,MrCatavelas",NA,NA,NA,male,no
3rd,"Vendel,MrOlofWdvin",NA,NA,NA,male,no
3rd,"Vereruysse,MrVictor",NA,NA,NA,male,no
3rd,"Vestrom,MissHuldaAmandaAdolfina",NA,NA,NA,female,no
3rd,"Vonk,MrJenko",NA,NA,NA,male,no
3rd,"Ware,MrFrederick",NA,NA,NA,male,no
3rd,"Warren,MrCharlesWilliam",NA,NA,NA,male,no
3rd,"Wazli,MrYousif",NA,NA,NA,male,no
3rd,"Webber,MrJames",NA,NA,NA,male,no
3rd,"Wennerstrom,MrAugustEdvard",NA,NA,NA,male,yes
3rd,"Wenzel,MrLinhart",NA,NA,NA,male,no
3rd,"Widegren,MrCharlesPeter",NA,NA,NA,male,no
3rd,"Wiklund,MrJacobAlfred",NA,NA,NA,male,no
3rd,"Wilkes,MrsEllen",NA,NA,NA,female,yes
3rd,"Willer,MrAaron",NA,NA,NA,male,no
3rd,"Willey,MrEdward",NA,NA,NA,male,no
3rd,"Williams,MrHowardHugh",NA,NA,NA,male,no
3rd,"Williams,MrLeslie",NA,NA,NA,male,no
3rd,"Windelov,MrEinar",NA,NA,NA,male,no
3rd,"Wirz,MrAlbert",NA,NA,NA,male,no
3rd,"Wiseman,MrPhillippe",NA,NA,NA,male,no
3rd,"Wittevrongel,MrCamiel",NA,NA,NA,male,no
3rd,"Yalsevac,MrIvan",NA,NA,NA,male,yes
3rd,"Yasbeck,MrAntoni",NA,NA,NA,male,no
3rd,"Yasbeck,MrsAntoni",NA,NA,NA,female,yes
3rd,"Youssef,MrGerios",NA,NA,NA,male,no
3rd,"Zabour,MissHileni",NA,NA,NA,female,no
3rd,"Zabour,MissTamini",NA,NA,NA,female,no
3rd,"Zakarian,MrArtun",NA,NA,NA,male,no
3rd,"Zakarian,MrMaprieder",NA,NA,NA,male,no
3rd,"Zenn,MrPhilip",NA,NA,NA,male,no
3rd,"Zievens,Rene",NA,NA,NA,female,no
3rd,"Zimmerman,Leo",NA,NA,NA,male,no
